"Test ID","Previous Source File","Application","Role","Module","Feature","Scenario","Previous Result","Current Result","Delta","Previous Defect ID","Current Defect ID","Previous Blocker","Current Blocker","Current Evidence","Notes","Priority","ImmediateRetest"
"QA-0638","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Authenticated 400","Authenticated 400","BLOCKED","","","","","","","","","1","Y"
"QA-0643","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Natural business 500","Natural business 500","BLOCKED","","","","","","","","","1","Y"
"QA-0644","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Slow authenticated API","Slow authenticated API","BLOCKED","","","","","","","","","1","Y"
"QA-0645","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Empty authenticated API response","Empty authenticated API response","BLOCKED","","","","","","","","","1","Y"
"QA-0642","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Business 409","Business 409","BLOCKED","","","","","","","","","1","Y"
"QA-0639","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Authenticated 401","Authenticated 401","BLOCKED","","","","","","","","","1","Y"
"QA-0640","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Authenticated 403","Authenticated 403","BLOCKED","","","","","","","","","1","Y"
"QA-0641","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Business 404","Business 404","BLOCKED","","","","","","","","","1","Y"
"QA-0623","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Authenticated major screens","360x800","360x800","BLOCKED","","","","","","","","","1","Y"
"QA-0587","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Store registration","Automated WCAG A/AA scan","Automated WCAG A/AA scan","FAIL","","","","","","","","","1","Y"
"QA-0606","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Plumber sign-up keyboard semantics","Plumber sign-up keyboard semantics","FAIL","","","","","","","","","1","Y"
"QA-0607","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Remember-me checkbox semantics and checked state","Remember-me checkbox semantics and checked state","FAIL","","","","","","","","","1","Y"
"QA-0569","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Plumber otp","Automated WCAG A/AA scan","Automated WCAG A/AA scan","FAIL","","","","","","","","","1","Y"
"QA-0524","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Stored/reflected input","Authenticated SQL probes","Authenticated SQL probes","BLOCKED","","","","","","","","","1","Y"
"QA-0551","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Plumber login","Automated WCAG A/AA scan","Automated WCAG A/AA scan","FAIL","","","","","","","","","1","Y"
"QA-0560","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Plumber registration","Automated WCAG A/AA scan","Automated WCAG A/AA scan","FAIL","","","","","","","","","1","Y"
"QA-0608","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Mobile/email tab selected semantics","Mobile/email tab selected semantics","FAIL","","","","","","","","","1","Y"
"QA-0620","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Focus","Focus","BLOCKED","","","","","","","","","1","Y"
"QA-0621","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Touch targets","Touch targets","BLOCKED","","","","","","","","","1","Y"
"QA-0622","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Reduced motion","Reduced motion","BLOCKED","","","","","","","","","1","Y"
"QA-0619","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Contrast","Contrast","BLOCKED","","","","","","","","","1","Y"
"QA-0616","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Keyboard","Keyboard","BLOCKED","","","","","","","","","1","Y"
"QA-0617","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Labels","Labels","BLOCKED","","","","","","","","","1","Y"
"QA-0618","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Forms","Forms","BLOCKED","","","","","","","","","1","Y"
"QA-0405","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Customer completion","Customer completion","BLOCKED","","","","","","","","","1","Y"
"QA-0406","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Customer confirmation","Customer confirmation","BLOCKED","","","","","","","","","1","Y"
"QA-0407","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Rating","Rating","BLOCKED","","","","","","","","","1","Y"
"QA-0404","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Complete job","Complete job","BLOCKED","","","","","","","","","1","Y"
"QA-0401","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Plumber records collection","Plumber records collection","BLOCKED","","","","","","","","","1","Y"
"QA-0402","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Store confirms collection","Store confirms collection","BLOCKED","","","","","","","","","1","Y"
"QA-0403","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Resume work","Resume work","BLOCKED","","","","","","","","","1","Y"
"QA-0408","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Cross-app persisted result","Cross-app persisted result","BLOCKED","","","","","","","","","1","Y"
"QA-0413","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Persistence","Profile refresh/relogin","Profile refresh/relogin","BLOCKED","","","","","","","","","1","Y"
"QA-0414","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Persistence","Address refresh/relogin","Address refresh/relogin","BLOCKED","","","","","","","","","1","Y"
"QA-0415","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Persistence","Rating refresh/relogin","Rating refresh/relogin","BLOCKED","","","","","","","","","1","Y"
"QA-0412","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Persistence","Material status across apps","Material status across apps","BLOCKED","","","","","","","","","1","Y"
"QA-0409","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Transition actor/endpoint/old/new state evidence","Transition actor/endpoint/old/new state evidence","BLOCKED","","","","","","","","","1","Y"
"QA-0410","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Persistence","Inventory refresh/relogin","Inventory refresh/relogin","BLOCKED","","","","","","","","","1","Y"
"QA-0411","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Persistence","Order refresh/relogin","Order refresh/relogin","BLOCKED","","","","","","","","","1","Y"
"QA-0400","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Ready for pickup","Ready for pickup","BLOCKED","","","","","","","","","1","Y"
"QA-0389","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Session restore","Session restore","BLOCKED","","","","","","","","","1","Y"
"QA-0390","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Logout","Logout","BLOCKED","","","","","","","","","1","Y"
"QA-0391","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Post-logout protection","Post-logout protection","BLOCKED","","","","","","","","","1","Y"
"QA-0388","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Profile","Profile","BLOCKED","","","","","","","","","1","Y"
"QA-0385","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Forbidden navigation","Forbidden navigation","BLOCKED","","","","","","","","","1","Y"
"QA-0386","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Allowed API","Allowed API","BLOCKED","","","","","","","","","1","Y"
"QA-0387","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Forbidden API","Forbidden API","BLOCKED","","","","","","","","","1","Y"
"QA-0392","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Customer request","Customer request","BLOCKED","","","","","","","","","1","Y"
"QA-0397","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Material request","Material request","BLOCKED","","","","","","","","","1","Y"
"QA-0398","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Store approval","Store approval","BLOCKED","","","","","","","","","1","Y"
"QA-0399","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Preparation","Preparation","BLOCKED","","","","","","","","","1","Y"
"QA-0396","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Diagnosis","Diagnosis","BLOCKED","","","","","","","","","1","Y"
"QA-0393","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Plumber assignment","Plumber assignment","BLOCKED","","","","","","","","","1","Y"
"QA-0394","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Accept","Accept","BLOCKED","","","","","","","","","1","Y"
"QA-0395","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Arrival","Arrival","BLOCKED","","","","","","","","","1","Y"
"QA-0416","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Double service submit","Double service submit","BLOCKED","","","","","","","","","1","Y"
"QA-0481","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Material mutation validation","Material mutation validation","BLOCKED","","","","","","","","","1","Y"
"QA-0482","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Inventory mutation validation","Inventory mutation validation","BLOCKED","","","","","","","","","1","Y"
"QA-0483","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Profile mutation validation","Profile mutation validation","BLOCKED","","","","","","","","","1","Y"
"QA-0480","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Order mutation validation","Order mutation validation","BLOCKED","","","","","","","","","1","Y"
"QA-0477","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","QA authentication","admin configured QA login","admin configured QA login","BLOCKED","","","","","","","","","1","Y"
"QA-0478","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Authenticated identity","Authenticated identity","BLOCKED","","","","","","","","","1","Y"
"QA-0479","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Role permissions","Role permissions","BLOCKED","","","","","","","","","1","Y"
"QA-0484","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Address mutation validation","Address mutation validation","BLOCKED","","","","","","","","","1","Y"
"QA-0489","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Authenticated authorization","Customer A to B","Customer A to B","BLOCKED","","","","","","","","","1","Y"
"QA-0490","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Authenticated authorization","Plumber A to B","Plumber A to B","BLOCKED","","","","","","","","","1","Y"
"QA-0491","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Authenticated authorization","Customer to plumber APIs","Customer to plumber APIs","BLOCKED","","","","","","","","","1","Y"
"QA-0488","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Actual supported state transitions","Actual supported state transitions","BLOCKED","","","","","","","","","1","Y"
"QA-0485","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Rating validation","Rating validation","BLOCKED","","","","","","","","","1","Y"
"QA-0486","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Upload contract runtime","Upload contract runtime","BLOCKED","","","","","","","","","1","Y"
"QA-0487","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Paginated business data","Paginated business data","BLOCKED","","","","","","","","","1","Y"
"QA-0476","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","QA authentication","store configured QA login","store configured QA login","BLOCKED","","","","","","","","","1","Y"
"QA-0421","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Stock never negative","Stock never negative","BLOCKED","","","","","","","","","1","Y"
"QA-0422","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Reserved stock bounds","Reserved stock bounds","BLOCKED","","","","","","","","","1","Y"
"QA-0423","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Illegal completion rejection","Illegal completion rejection","BLOCKED","","","","","","","","","1","Y"
"QA-0420","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Duplicate stock update","Duplicate stock update","BLOCKED","","","","","","","","","1","Y"
"QA-0417","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Duplicate accept","Duplicate accept","BLOCKED","","","","","","","","","1","Y"
"QA-0418","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Duplicate complete","Duplicate complete","BLOCKED","","","","","","","","","1","Y"
"QA-0419","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Duplicate material request","Duplicate material request","BLOCKED","","","","","","","","","1","Y"
"QA-0424","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Wrong collection order rejection","Wrong collection order rejection","BLOCKED","","","","","","","","","1","Y"
"QA-0461","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","CORS","CORS https://admin-portal-ten-weld.vercel.app","CORS https://admin-portal-ten-weld.vercel.app","FAIL","","","","","","","","","1","Y"
"QA-0474","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","QA authentication","customer configured QA login","customer configured QA login","BLOCKED","","","","","","","","","1","Y"
"QA-0475","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","QA authentication","plumber configured QA login","plumber configured QA login","BLOCKED","","","","","","","","","1","Y"
"QA-0460","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","CORS","CORS https://fixkart-store-web.vercel.app","CORS https://fixkart-store-web.vercel.app","FAIL","","","","","","","","","1","Y"
"QA-0425","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","No courier dependency","No courier dependency","BLOCKED","","","","","","","","","1","Y"
"QA-0458","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","CORS","CORS https://fixkart-customer-web.vercel.app","CORS https://fixkart-customer-web.vercel.app","FAIL","","","","","","","","","1","Y"
"QA-0459","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","CORS","CORS https://fixkart-plumber-web.vercel.app","CORS https://fixkart-plumber-web.vercel.app","FAIL","","","","","","","","","1","Y"
"QA-0254","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Dashboard","Order summary","Order summary","BLOCKED","","","","","","","","","1","Y"
"QA-0099","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Checkout","Failure handling","Failure handling","BLOCKED","","","","","","","","","1","Y"
"QA-0100","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Checkout","Duplicate submit","Duplicate submit","BLOCKED","","","","","","","","","1","Y"
"QA-0101","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Checkout","Network interruption","Network interruption","BLOCKED","","","","","","","","","1","Y"
"QA-0098","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Checkout","Confirmation","Confirmation","BLOCKED","","","","","","","","","1","Y"
"QA-0095","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Checkout","Quantity correctness","Quantity correctness","BLOCKED","","","","","","","","","1","Y"
"QA-0096","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Checkout","Price correctness","Price correctness","BLOCKED","","","","","","","","","1","Y"
"QA-0097","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Checkout","Total correctness","Total correctness","BLOCKED","","","","","","","","","1","Y"
"QA-0107","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Service request","Submission","Submission","BLOCKED","","","","","","","","","1","Y"
"QA-0108","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Service request","Duplicate submission","Duplicate submission","BLOCKED","","","","","","","","","1","Y"
"QA-0109","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Service request","Request detail","Request detail","BLOCKED","","","","","","","","","1","Y"
"QA-0106","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Service request","Validation","Validation","BLOCKED","","","","","","","","","1","Y"
"QA-0103","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Service request","Service type","Service type","BLOCKED","","","","","","","","","1","Y"
"QA-0104","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Service request","Description","Description","BLOCKED","","","","","","","","","1","Y"
"QA-0105","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Service request","Address selection","Address selection","BLOCKED","","","","","","","","","1","Y"
"QA-0009","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Login with spaced email","Login with spaced email","BLOCKED","","","","","","","","","1","Y"
"QA-0086","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Required fields","Required fields","BLOCKED","","","","","","","","","1","Y"
"QA-0087","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Invalid postal code","Invalid postal code","BLOCKED","","","","","","","","","1","Y"
"QA-0010","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Expired session","Expired session","BLOCKED","","","","","","","","","1","Y"
"QA-0026","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Login back arrow navigation","Login back arrow navigation","FAIL","","","","","","","","","1","Y"
"QA-0025","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Google sign-in configuration feedback","Google sign-in configuration feedback","FAIL","","","","","","","","","1","Y"
"QA-0024","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Browser email login integration","Browser email login integration","FAIL","","","","","","","","","1","Y"
"QA-0092","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Refresh persistence","Refresh persistence","BLOCKED","","","","","","","","","1","Y"
"QA-0093","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Checkout","Store selection","Store selection","BLOCKED","","","","","","","","","1","Y"
"QA-0094","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Checkout","Inventory reservation","Inventory reservation","BLOCKED","","","","","","","","","1","Y"
"QA-0091","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Duplicate address","Duplicate address","BLOCKED","","","","","","","","","1","Y"
"QA-0088","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Long values","Long values","BLOCKED","","","","","","","","","1","Y"
"QA-0089","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Special characters","Special characters","BLOCKED","","","","","","","","","1","Y"
"QA-0090","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Blank fields","Blank fields","BLOCKED","","","","","","","","","1","Y"
"QA-0128","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Profile/support","Edit profile","Edit profile","BLOCKED","","","","","","","","","1","Y"
"QA-0129","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Profile/support","Validation","Validation","BLOCKED","","","","","","","","","1","Y"
"QA-0130","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Profile/support","Persistence after relogin","Persistence after relogin","BLOCKED","","","","","","","","","1","Y"
"QA-0127","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Profile/support","View profile","View profile","BLOCKED","","","","","","","","","1","Y"
"QA-0124","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Order tracking/completion","Duplicate rating","Duplicate rating","BLOCKED","","","","","","","","","1","Y"
"QA-0125","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Order tracking/completion","Rating retrieval","Rating retrieval","BLOCKED","","","","","","","","","1","Y"
"QA-0126","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Order tracking/completion","History","History","BLOCKED","","","","","","","","","1","Y"
"QA-0141","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Empty mobile validation feedback","Empty mobile validation feedback","FAIL","","","","","","","","","1","Y"
"QA-0142","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Short mobile validation feedback","Short mobile validation feedback","FAIL","","","","","","","","","1","Y"
"QA-0143","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Empty email login feedback","Empty email login feedback","FAIL","","","","","","","","","1","Y"
"QA-0140","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Email login backend target","Email login backend target","FAIL","","","","","","","","","1","Y"
"QA-0131","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Profile/support","Support chat","Support chat","BLOCKED","","","","","","","","","1","Y"
"QA-0132","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Profile/support","Support links","Support links","BLOCKED","","","","","","","","","1","Y"
"QA-0133","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Profile/support","Help actions","Help actions","BLOCKED","","","","","","","","","1","Y"
"QA-0114","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Order tracking/completion","Assigned state","Assigned state","BLOCKED","","","","","","","","","1","Y"
"QA-0115","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Order tracking/completion","Arrival state","Arrival state","BLOCKED","","","","","","","","","1","Y"
"QA-0116","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Order tracking/completion","Diagnosis state","Diagnosis state","BLOCKED","","","","","","","","","1","Y"
"QA-0113","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Order tracking/completion","Actual backend state mapping","Actual backend state mapping","BLOCKED","","","","","","","","","1","Y"
"QA-0110","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Service request","Status","Status","BLOCKED","","","","","","","","","1","Y"
"QA-0111","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Service request","Assigned plumber","Assigned plumber","BLOCKED","","","","","","","","","1","Y"
"QA-0112","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Service request","Full lifecycle","Full lifecycle","BLOCKED","","","","","","","","","1","Y"
"QA-0121","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Order tracking/completion","Customer confirmation","Customer confirmation","BLOCKED","","","","","","","","","1","Y"
"QA-0122","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Order tracking/completion","Rating","Rating","BLOCKED","","","","","","","","","1","Y"
"QA-0123","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Order tracking/completion","Review","Review","BLOCKED","","","","","","","","","1","Y"
"QA-0120","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Order tracking/completion","Completion detail","Completion detail","BLOCKED","","","","","","","","","1","Y"
"QA-0117","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Order tracking/completion","Materials state","Materials state","BLOCKED","","","","","","","","","1","Y"
"QA-0118","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Order tracking/completion","Resumed state","Resumed state","BLOCKED","","","","","","","","","1","Y"
"QA-0119","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Order tracking/completion","Completed state","Completed state","BLOCKED","","","","","","","","","1","Y"
"QA-0048","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Home","API-backed content comparison","API-backed content comparison","BLOCKED","","","","","","","","","1","Y"
"QA-0049","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Home","Refresh behavior","Refresh behavior","BLOCKED","","","","","","","","","1","Y"
"QA-0050","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Home","Notifications","Notifications","BLOCKED","","","","","","","","","1","Y"
"QA-0047","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Home","Empty states","Empty states","BLOCKED","","","","","","","","","1","Y"
"QA-0044","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Home","Every product/service card","Every product/service card","BLOCKED","","","","","","","","","1","Y"
"QA-0045","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Home","Bottom navigation","Bottom navigation","BLOCKED","","","","","","","","","1","Y"
"QA-0046","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Home","Loading states","Loading states","BLOCKED","","","","","","","","","1","Y"
"QA-0055","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Catalog","UI search partial","UI search partial","BLOCKED","","","","","","","","","1","Y"
"QA-0056","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Catalog","UI search case","UI search case","BLOCKED","","","","","","","","","1","Y"
"QA-0057","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Catalog","UI search special characters","UI search special characters","BLOCKED","","","","","","","","","1","Y"
"QA-0054","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Catalog","UI search empty","UI search empty","BLOCKED","","","","","","","","","1","Y"
"QA-0051","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Catalog","Category browse","Category browse","BLOCKED","","","","","","","","","1","Y"
"QA-0052","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Catalog","Product list","Product list","BLOCKED","","","","","","","","","1","Y"
"QA-0053","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Catalog","Product detail","Product detail","BLOCKED","","","","","","","","","1","Y"
"QA-0034","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Registration","Password mismatch","Password mismatch","BLOCKED","","","","","","","","","1","Y"
"QA-0035","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Registration","Long values","Long values","BLOCKED","","","","","","","","","1","Y"
"QA-0036","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Registration","Unicode values","Unicode values","BLOCKED","","","","","","","","","1","Y"
"QA-0033","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Registration","Password length","Password length","BLOCKED","","","","","","","","","1","Y"
"QA-0030","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Registration","Create account persisted","Create account persisted","BLOCKED","","","","","","","","","1","Y"
"QA-0031","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Registration","Duplicate account","Duplicate account","BLOCKED","","","","","","","","","1","Y"
"QA-0032","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Registration","Profile creation","Profile creation","BLOCKED","","","","","","","","","1","Y"
"QA-0041","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Home","Category cards","Category cards","BLOCKED","","","","","","","","","1","Y"
"QA-0042","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Home","Featured products","Featured products","BLOCKED","","","","","","","","","1","Y"
"QA-0043","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Home","Featured services","Featured services","BLOCKED","","","","","","","","","1","Y"
